,Timestamp,Open,High,Low,Close,Volume
0,2023-09-25 01:00:00,429.17,432.27,428.72,432.23,70874534.0
1,2023-09-26 01:00:00,429.09,429.82,425.02,425.88,96168436.0
2,2023-09-27 01:00:00,427.09,427.67,422.29,426.05,104705847.0
3,2023-09-28 01:00:00,425.48,430.2499,424.87,428.52,92258308.0
4,2023-09-29 01:00:00,431.67,431.85,425.91,427.48,115111319.0
5,2023-10-02 01:00:00,426.62,428.6,424.46,427.31,83798599.0
6,2023-10-03 01:00:00,425.06,427.3729,420.18,421.59,103760607.0
7,2023-10-04 01:00:00,422.07,425.4299,420.56,424.66,87452968.0
8,2023-10-05 01:00:00,424.36,425.37,421.1701,424.5,70142744.0
9,2023-10-06 01:00:00,421.97,431.125,420.6,429.54,113273309.0
10,2023-10-09 01:00:00,427.58,432.88,427.0101,432.29,80374362.0
11,2023-10-10 01:00:00,432.94,437.22,432.53,434.54,78607268.0
12,2023-10-11 01:00:00,435.64,436.58,433.18,436.32,62451736.0
13,2023-10-12 01:00:00,436.95,437.335,431.23,433.66,81154230.0
14,2023-10-13 01:00:00,435.21,436.45,429.88,431.5,95201132.0
15,2023-10-16 01:00:00,433.82,437.14,433.57,436.04,75433194.0
16,2023-10-17 01:00:00,432.81,438.14,432.45,436.02,75324708.0
17,2023-10-18 01:00:00,434.19,435.18,429.09,430.21,93559798.0
18,2023-10-19 01:00:00,430.95,432.82,425.725,426.43,121322957.0
19,2023-10-20 01:00:00,425.98,426.54,421.08,421.19,123919874.0
20,2023-10-23 01:00:00,419.61,424.45,417.8,420.46,92035095.0
21,2023-10-24 01:00:00,422.65,424.82,420.74,423.63,78564239.0
22,2023-10-25 01:00:00,421.89,421.92,417.015,417.55,94223198.0
23,2023-10-26 01:00:00,416.45,417.325,411.6,412.55,115156761.0
24,2023-10-27 01:00:00,414.19,414.6,409.21,410.68,107367671.0
25,2023-10-30 01:00:00,413.56,416.68,412.22,415.59,86562675.0
26,2023-10-31 01:00:00,416.18,418.53,414.21,418.2,79665150.0
27,2023-11-01 01:00:00,419.2,423.5,418.6499,422.66,98068115.0
28,2023-11-02 01:00:00,426.58,430.915,426.56,430.76,94938909.0
29,2023-11-03 01:00:00,433.14,436.29,433.01,434.69,100167775.0
30,2023-11-06 02:00:00,435.47,436.1498,433.68,435.69,67831660.0
31,2023-11-07 02:00:00,435.69,437.585,434.51,436.93,64256114.0
32,2023-11-08 02:00:00,437.55,438.09,434.87,437.25,61746027.0
33,2023-11-09 02:00:00,438.43,438.47,433.4,433.84,83174417.0
34,2023-11-10 02:00:00,435.98,440.93,433.8335,440.61,89558054.0
35,2023-11-13 02:00:00,439.23,441.33,438.42,440.19,52236068.0
36,2023-11-14 02:00:00,446.32,450.06,446.09,448.73,97176935.0
37,2023-11-15 02:00:00,450.11,451.38,448.8,449.68,77327573.0
38,2023-11-16 02:00:00,449.22,450.56,448.12,450.23,66665797.0
39,2023-11-17 02:00:00,450.24,451.42,449.29,450.79,83193902.0
40,2023-11-20 02:00:00,450.53,455.125,450.52,454.26,70055633.0
41,2023-11-21 02:00:00,453.1842,454.131,451.9599,453.27,49244639.0
42,2023-11-22 02:00:00,454.98,456.38,453.8895,455.02,59446573.0
43,2023-11-24 02:00:00,455.07,455.5,454.73,455.3,29737375.0
44,2023-11-27 02:00:00,454.65,455.4901,454.0799,454.48,50505985.0
45,2023-11-28 02:00:00,454.08,456.27,453.5,454.93,62115011.0
46,2023-11-29 02:00:00,457.15,458.32,454.2,454.61,63145992.0
47,2023-11-30 02:00:00,455.48,456.76,453.34,456.4,79752700.0
48,2023-12-01 02:00:00,455.77,459.65,455.16,459.1,89183400.0
49,2023-12-04 02:00:00,455.6,459.1206,454.34,456.69,72430888.0
50,2023-12-05 02:00:00,455.26,457.59,454.87,456.6,69793469.0
51,2023-12-06 02:00:00,458.81,458.84,454.31,454.76,69124685.0
52,2023-12-07 02:00:00,456.91,458.9,456.29,458.23,66995446.0
53,2023-12-08 02:00:00,457.46,460.745,457.21,460.2,83194404.0
54,2023-12-11 02:00:00,459.69,462.17,459.47,461.99,65002247.0
55,2023-12-12 02:00:00,461.63,464.2,460.6,464.1,68327617.0
56,2023-12-13 02:00:00,464.49,470.7599,464.12,470.5,93277960.0
57,2023-12-14 02:00:00,472.5,473.73,469.25,472.01,119026049.0
58,2023-12-15 02:00:00,469.49,470.7,467.4263,469.33,141553673.0
59,2023-12-18 02:00:00,470.98,472.98,469.8929,471.97,70375285.0
60,2023-12-19 02:00:00,472.53,474.92,472.45,474.84,55761805.0
61,2023-12-20 02:00:00,473.96,475.895,467.82,468.26,102920959.0
62,2023-12-21 02:00:00,471.33,472.975,468.84,472.7,86667465.0
